"gene_id" "gene_biotype"
"105468" "ENSG00000069712" "protein_coding"
"105488" "ENSG00000273487" "lincRNA"
"105492" "ENSG00000226773" "processed_pseudogene"
"105495" "ENSG00000203910" "protein_coding"
"105532" "ENSG00000233125" "processed_pseudogene"
"105535" "ENSG00000174842" "protein_coding"
"105667" "ENSG00000122484" "protein_coding"
"105713" "ENSG00000242764" "misc_RNA"
"105716" "ENSG00000162676" "protein_coding"
"105778" "ENSG00000067208" "protein_coding"
"105907" "ENSG00000223787" "processed_pseudogene"
"105910" "ENSG00000229992" "processed_pseudogene"
"105913" "ENSG00000201317" "snRNA"
"105916" "ENSG00000225505" "processed_pseudogene"
"105920" "ENSG00000234202" "processed_pseudogene"
"105923" "ENSG00000223896" "processed_pseudogene"
"105926" "ENSG00000122406" "protein_coding"
"105987" "ENSG00000154511" "protein_coding"
"106059" "ENSG00000206680" "snoRNA"
"106062" "ENSG00000207523" "snoRNA"
"106065" "ENSG00000207022" "snoRNA"
"106068" "ENSG00000229052" "transcribed_processed_pseudogene"
"106074" "ENSG00000252121" "snRNA"
"106077" "ENSG00000239710" "misc_RNA"
"106080" "ENSG00000252752" "snRNA"
"106083" "ENSG00000222664" "misc_RNA"
"106086" "ENSG00000251837" "misc_RNA"
"106089" "ENSG00000143033" "protein_coding"
"106315" "ENSG00000117500" "protein_coding"
"106374" "ENSG00000122483" "protein_coding"
"106654" "ENSG00000237003" "processed_pseudogene"
"106657" "ENSG00000225297" "processed_pseudogene"
"106660" "ENSG00000223745" "processed_transcript"
"106808" "ENSG00000229567" "processed_pseudogene"
"106811" "ENSG00000117505" "protein_coding"
"106839" "ENSG00000229635" "processed_pseudogene"
"106842" "ENSG00000207379" "misc_RNA"
"106845" "ENSG00000137942" "protein_coding"
"107019" "ENSG00000212601" "rRNA"
"107022" "ENSG00000137936" "protein_coding"
"107180" "ENSG00000224093" "antisense"
"107199" "ENSG00000230439" "sense_intronic"
"107203" "ENSG00000211575" "miRNA"
"107206" "ENSG00000260464" "lincRNA"
"107209" "ENSG00000067334" "protein_coding"
"107268" "ENSG00000023909" "protein_coding"
"107315" "ENSG00000223490" "processed_pseudogene"
"107318" "ENSG00000234099" "unprocessed_pseudogene"
"107322" "ENSG00000235794" "unprocessed_pseudogene"
"107325" "ENSG00000232752" "unprocessed_pseudogene"
"107328" "ENSG00000229842" "unprocessed_pseudogene"
"107331" "ENSG00000250890" "unprocessed_pseudogene"
"107334" "ENSG00000236689" "unprocessed_pseudogene"
"107338" "ENSG00000226960" "unprocessed_pseudogene"
"107341" "ENSG00000233129" "processed_pseudogene"
"107344" "ENSG00000198691" "protein_coding"
"107536" "ENSG00000233482" "antisense"
"107540" "ENSG00000137962" "protein_coding"
"107690" "ENSG00000264963" "misc_RNA"
"107693" "ENSG00000226835" "lincRNA"
"107705" "ENSG00000178596" "processed_pseudogene"
"107708" "ENSG00000236098" "lincRNA"
"107712" "ENSG00000232918" "processed_pseudogene"
"107715" "ENSG00000117528" "protein_coding"
"107821" "ENSG00000117525" "protein_coding"
"107863" "ENSG00000223675" "lincRNA"
"107867" "ENSG00000224081" "transcribed_processed_pseudogene"
"107967" "ENSG00000232857" "processed_pseudogene"
"107970" "ENSG00000263526" "miRNA"
"107973" "ENSG00000143036" "protein_coding"
"108244" "ENSG00000117519" "protein_coding"
"108332" "ENSG00000235501" "antisense"
"108346" "ENSG00000172339" "protein_coding"
"108368" "ENSG00000230427" "antisense"
"108372" "ENSG00000152078" "protein_coding"
"108429" "ENSG00000271092" "protein_coding"
"108462" "ENSG00000231992" "sense_intronic"
"108466" "ENSG00000206679" "misc_RNA"
"108469" "ENSG00000226026" "antisense"
"108480" "ENSG00000122481" "protein_coding"
"108528" "ENSG00000228852" "antisense"
"108551" "ENSG00000228504" "lincRNA"
"108555" "ENSG00000230434" "lincRNA"
"108559" "ENSG00000237954" "lincRNA"
"108569" "ENSG00000233907" "lincRNA"
"108575" "ENSG00000228971" "lincRNA"
"108588" "ENSG00000271252" "lincRNA"
"108592" "ENSG00000237435" "lincRNA"
"108683" "ENSG00000200800" "snRNA"
"108686" "ENSG00000231987" "lincRNA"
"108694" "ENSG00000225923" "processed_pseudogene"
"108697" "ENSG00000234422" "processed_pseudogene"
"108700" "ENSG00000228502" "processed_pseudogene"
"108703" "ENSG00000241992" "misc_RNA"
"108706" "ENSG00000234226" "processed_pseudogene"
"108709" "ENSG00000137970" "processed_pseudogene"
"108712" "ENSG00000223229" "misc_RNA"
"108715" "ENSG00000117569" "protein_coding"
"108905" "ENSG00000188641" "protein_coding"
"108983" "ENSG00000232878" "antisense"
"108996" "ENSG00000232542" "sense_intronic"
"109000" "ENSG00000228057" "processed_pseudogene"
"109003" "ENSG00000226128" "processed_pseudogene"
"109006" "ENSG00000230718" "processed_pseudogene"
"109009" "ENSG00000235777" "antisense"
"109017" "ENSG00000270911" "processed_pseudogene"
"109020" "ENSG00000269998" "lincRNA"
"109024" "ENSG00000259946" "lincRNA"
"109027" "ENSG00000225206" "lincRNA"
"109049" "ENSG00000233557" "processed_pseudogene"
"109052" "ENSG00000226053" "lincRNA"
"109057" "ENSG00000280040" "TEC"
"109060" "ENSG00000162627" "protein_coding"
"109142" "ENSG00000117598" "protein_coding"
"109180" "ENSG00000232825" "antisense"
"109185" "ENSG00000227034" "processed_pseudogene"
"109188" "ENSG00000117600" "protein_coding"
"109238" "ENSG00000233983" "processed_pseudogene"
"109241" "ENSG00000224445" "lincRNA"
"109259" "ENSG00000099260" "protein_coding"
"109331" "ENSG00000223656" "processed_pseudogene"
"109335" "ENSG00000156869" "protein_coding"
"109387" "ENSG00000201491" "snRNA"
"109390" "ENSG00000202254" "misc_RNA"
"109393" "ENSG00000231996" "processed_pseudogene"
"109396" "ENSG00000162688" "protein_coding"
"109870" "ENSG00000283495" "protein_coding"
"109938" "ENSG00000228084" "antisense"
"109942" "ENSG00000117620" "protein_coding"
"110062" "ENSG00000212248" "snRNA"
"110065" "ENSG00000202259" "snRNA"
"110068" "ENSG00000156875" "protein_coding"
"110102" "ENSG00000241073" "antisense"
"110106" "ENSG00000156876" "protein_coding"
"110163" "ENSG00000226952" "processed_pseudogene"
"110166" "ENSG00000122435" "protein_coding"
"110250" "ENSG00000122477" "protein_coding"
"110351" "ENSG00000137992" "protein_coding"
"110399" "ENSG00000271415" "processed_pseudogene"
"110402" "ENSG00000225169" "processed_pseudogene"
"110405" "ENSG00000230287" "processed_pseudogene"
"110408" "ENSG00000224616" "antisense"
"110414" "ENSG00000137996" "protein_coding"
"110494" "ENSG00000207750" "miRNA"
"110497" "ENSG00000215871" "processed_pseudogene"
"110500" "ENSG00000223906" "lincRNA"
"110504" "ENSG00000079335" "protein_coding"
"110664" "ENSG00000234332" "processed_pseudogene"
"110668" "ENSG00000228086" "antisense"
"110672" "ENSG00000181656" "protein_coding"
"110682" "ENSG00000213421" "processed_pseudogene"
"110685" "ENSG00000230402" "lincRNA"
"110690" "ENSG00000224685" "processed_pseudogene"
"110693" "ENSG00000162692" "protein_coding"
"110782" "ENSG00000162694" "protein_coding"
"110859" "ENSG00000273204" "antisense"
"110862" "ENSG00000162695" "protein_coding"
"110928" "ENSG00000230946" "processed_pseudogene"
"110931" "ENSG00000117543" "protein_coding"
"111084" "ENSG00000235795" "antisense"
"111088" "ENSG00000233184" "antisense"
"111124" "ENSG00000252765" "scaRNA"
"111127" "ENSG00000271578" "processed_pseudogene"
"111130" "ENSG00000225938" "antisense"
"111134" "ENSG00000170989" "protein_coding"
"111150" "ENSG00000260940" "sense_overlapping"
"111153" "ENSG00000228399" "processed_pseudogene"
"111156" "ENSG00000173810" "processed_pseudogene"
"111159" "ENSG00000231671" "lincRNA"
"111172" "ENSG00000226715" "lincRNA"
"111185" "ENSG00000252530" "snRNA"
"111188" "ENSG00000183298" "processed_pseudogene"
"111191" "ENSG00000118733" "protein_coding"
"111264" "ENSG00000252717" "snRNA"
"111267" "ENSG00000271277" "processed_pseudogene"
"111270" "ENSG00000162699" "processed_pseudogene"
"111273" "ENSG00000233359" "lincRNA"
"111281" "ENSG00000230864" "lincRNA"
"111290" "ENSG00000060718" "protein_coding"
"112040" "ENSG00000234257" "processed_pseudogene"
"112043" "ENSG00000230759" "lincRNA"
"112047" "ENSG00000224613" "antisense"
"112059" "ENSG00000222069" "misc_RNA"
"112062" "ENSG00000185946" "protein_coding"
"112234" "ENSG00000240038" "protein_coding"
"112352" "ENSG00000236085" "processed_pseudogene"
"112355" "ENSG00000243480" "protein_coding"
"112423" "ENSG00000237763" "protein_coding"
"112483" "ENSG00000234441" "unprocessed_pseudogene"
"112486" "ENSG00000174876" "protein_coding"
"112568" "ENSG00000227408" "unprocessed_pseudogene"
"112577" "ENSG00000187733" "protein_coding"
"112603" "ENSG00000225191" "processed_pseudogene"
"112606" "ENSG00000215869" "transcribed_processed_pseudogene"
"112624" "ENSG00000228347" "processed_pseudogene"
"112627" "ENSG00000225036" "processed_pseudogene"
"112630" "ENSG00000230768" "lincRNA"
"112704" "ENSG00000227850" "processed_pseudogene"
"112707" "ENSG00000237897" "processed_pseudogene"
"112711" "ENSG00000232952" "processed_pseudogene"
"112714" "ENSG00000233047" "lincRNA"
"112754" "ENSG00000237480" "lincRNA"
"112819" "ENSG00000230932" "processed_pseudogene"
"112822" "ENSG00000270342" "processed_pseudogene"
"112825" "ENSG00000270976" "processed_pseudogene"
"112828" "ENSG00000233449" "processed_pseudogene"
"112831" "ENSG00000232551" "processed_pseudogene"
"112834" "ENSG00000237460" "lincRNA"
"112839" "ENSG00000198890" "protein_coding"
"112847" "ENSG00000162631" "protein_coding"
"112997" "ENSG00000224550" "processed_pseudogene"
"113000" "ENSG00000134215" "protein_coding"
"113338" "ENSG00000275455" "miRNA"
"113341" "ENSG00000230489" "antisense"
"113346" "ENSG00000226822" "lincRNA"
"113370" "ENSG00000085491" "protein_coding"
"113451" "ENSG00000260879" "antisense"
"113454" "ENSG00000280186" "TEC"
"113457" "ENSG00000196427" "protein_coding"
"113529" "ENSG00000238122" "lincRNA"
"113533" "ENSG00000241361" "transcribed_unprocessed_pseudogene"
"113550" "ENSG00000243967" "transcribed_unprocessed_pseudogene"
"113571" "ENSG00000186086" "protein_coding"
"113706" "ENSG00000238118" "unprocessed_pseudogene"
"113711" "ENSG00000224698" "lincRNA"
"113715" "ENSG00000283354" "unprocessed_pseudogene"
"113719" "ENSG00000227832" "processed_pseudogene"
"113722" "ENSG00000226483" "processed_pseudogene"
"113725" "ENSG00000162636" "protein_coding"
"113785" "ENSG00000162639" "protein_coding"
"113880" "ENSG00000134186" "protein_coding"
"113941" "ENSG00000143107" "protein_coding"
"113992" "ENSG00000232971" "antisense"
"113996" "ENSG00000116266" "protein_coding"
"114068" "ENSG00000228076" "processed_pseudogene"
"114071" "ENSG00000162641" "protein_coding"
"114265" "ENSG00000274068" "protein_coding"
"114281" "ENSG00000203897" "antisense"
"114289" "ENSG00000121957" "protein_coding"
"114406" "ENSG00000121940" "protein_coding"
"114574" "ENSG00000085433" "protein_coding"
"114792" "ENSG00000237349" "processed_pseudogene"
"114795" "ENSG00000244716" "processed_pseudogene"
"114798" "ENSG00000228665" "processed_pseudogene"
"114801" "ENSG00000228054" "processed_pseudogene"
"114804" "ENSG00000197780" "protein_coding"
"114833" "ENSG00000273382" "antisense"
"114836" "ENSG00000215717" "protein_coding"
"114856" "ENSG00000278249" "scaRNA"
"114859" "ENSG00000270066" "lincRNA"
"114862" "ENSG00000251484" "processed_pseudogene"
"114866" "ENSG00000179902" "protein_coding"
"114937" "ENSG00000116299" "protein_coding"
"115225" "ENSG00000031698" "protein_coding"
"115297" "ENSG00000143126" "protein_coding"
"115391" "ENSG00000134222" "protein_coding"
"115564" "ENSG00000221986" "protein_coding"
"115598" "ENSG00000134243" "protein_coding"
"115751" "ENSG00000143106" "protein_coding"
"115818" "ENSG00000143028" "protein_coding"
"115839" "ENSG00000162650" "protein_coding"
"115919" "ENSG00000174151" "protein_coding"
"116021" "ENSG00000181754" "protein_coding"
"116040" "ENSG00000156097" "protein_coding"
"116106" "ENSG00000254942" "antisense"
"116110" "ENSG00000065135" "protein_coding"
"116136" "ENSG00000206832" "snRNA"
"116139" "ENSG00000225113" "sense_overlapping"
"116143" "ENSG00000134183" "protein_coding"
"116178" "ENSG00000116337" "protein_coding"
"116603" "ENSG00000228703" "antisense"
"116608" "ENSG00000235045" "processed_pseudogene"
"116611" "ENSG00000168765" "protein_coding"
"116734" "ENSG00000213366" "protein_coding"
"116935" "ENSG00000134184" "protein_coding"
"117053" "ENSG00000260246" "antisense"
"117057" "ENSG00000134201" "protein_coding"
"117125" "ENSG00000241720" "antisense"
"117131" "ENSG00000134202" "protein_coding"
"117231" "ENSG00000198758" "protein_coding"
"117420" "ENSG00000224927" "processed_pseudogene"
"117423" "ENSG00000228420" "lincRNA"
"117429" "ENSG00000235005" "antisense"
"117433" "ENSG00000261055" "lincRNA"
"117436" "ENSG00000184371" "protein_coding"
"117586" "ENSG00000168710" "protein_coding"
"117721" "ENSG00000143093" "protein_coding"
"117899" "ENSG00000258634" "antisense"
"117902" "ENSG00000156150" "protein_coding"
"117916" "ENSG00000258673" "antisense"
"117922" "ENSG00000186150" "protein_coding"
"117930" "ENSG00000197106" "protein_coding"
"117963" "ENSG00000227091" "antisense"
"117973" "ENSG00000235526" "antisense"
"117977" "ENSG00000224965" "antisense"
"117981" "ENSG00000116396" "protein_coding"
"118054" "ENSG00000282852" "processed_pseudogene"
"118057" "ENSG00000200536" "snoRNA"
"118060" "ENSG00000227963" "antisense"
"118066" "ENSG00000162775" "protein_coding"
"118116" "ENSG00000224699" "processed_transcript"
"118357" "ENSG00000168679" "protein_coding"
"118536" "ENSG00000273373" "antisense"
"118539" "ENSG00000134248" "protein_coding"
"118626" "ENSG00000143125" "protein_coding"
"118638" "ENSG00000270380" "antisense"
"118642" "ENSG00000282887" "lincRNA"
"118646" "ENSG00000240194" "unitary_pseudogene"
"118665" "ENSG00000235407" "lincRNA"
"118669" "ENSG00000143105" "protein_coding"
"118677" "ENSG00000177301" "protein_coding"
"118730" "ENSG00000259834" "lincRNA"
"118733" "ENSG00000177272" "protein_coding"
"118741" "ENSG00000199710" "misc_RNA"
"118744" "ENSG00000237415" "processed_pseudogene"
"118747" "ENSG00000232791" "unitary_pseudogene"
"118750" "ENSG00000143119" "protein_coding"
"118788" "ENSG00000261654" "sense_overlapping"
"118791" "ENSG00000232811" "antisense"
"118795" "ENSG00000121931" "protein_coding"
"118831" "ENSG00000273010" "antisense"
"118834" "ENSG00000225672" "processed_pseudogene"
"118839" "ENSG00000252760" "rRNA"
"118842" "ENSG00000156171" "protein_coding"
"118967" "ENSG00000134255" "protein_coding"
"119087" "ENSG00000272982" "antisense"
"119090" "ENSG00000273221" "antisense"
"119093" "ENSG00000162777" "protein_coding"
"119187" "ENSG00000064886" "protein_coding"
"119460" "ENSG00000236040" "unprocessed_pseudogene"
"119470" "ENSG00000203878" "transcribed_unprocessed_pseudogene"
"119506" "ENSG00000134216" "protein_coding"
"119735" "ENSG00000229283" "antisense"
"119739" "ENSG00000232240" "processed_pseudogene"
"119742" "ENSG00000173947" "protein_coding"
"119785" "ENSG00000234020" "unprocessed_pseudogene"
"119796" "ENSG00000236012" "processed_pseudogene"
"119799" "ENSG00000227179" "transcribed_unprocessed_pseudogene"
"119816" "ENSG00000085465" "protein_coding"
"119851" "ENSG00000260948" "sense_overlapping"
"119854" "ENSG00000233337" "processed_pseudogene"
"119857" "ENSG00000243960" "sense_overlapping"
"119864" "ENSG00000116455" "protein_coding"
"119928" "ENSG00000199890" "misc_RNA"
"119931" "ENSG00000116459" "protein_coding"
"119991" "ENSG00000143110" "protein_coding"
"120030" "ENSG00000121933" "protein_coding"
"120097" "ENSG00000200360" "snRNA"
"120100" "ENSG00000282608" "protein_coding"
"120125" "ENSG00000116473" "protein_coding"
"120195" "ENSG00000231346" "lincRNA"
"120212" "ENSG00000215867" "processed_pseudogene"
"120215" "ENSG00000201028" "snRNA"
"120218" "ENSG00000197852" "protein_coding"
"120268" "ENSG00000227811" "antisense"
"120276" "ENSG00000064703" "protein_coding"
"120350" "ENSG00000171385" "protein_coding"
"120408" "ENSG00000232558" "sense_intronic"
"120412" "ENSG00000237556" "antisense"
"120426" "ENSG00000231437" "lincRNA"
"120436" "ENSG00000231246" "lincRNA"
"120440" "ENSG00000234388" "processed_pseudogene"
"120443" "ENSG00000238761" "snoRNA"
"120446" "ENSG00000143079" "protein_coding"
"120485" "ENSG00000283296" "miRNA"
"120488" "ENSG00000134245" "protein_coding"
"120539" "ENSG00000273483" "antisense"
"120542" "ENSG00000007341" "protein_coding"
"120967" "ENSG00000116489" "protein_coding"
"121024" "ENSG00000235299" "processed_pseudogene"
"121027" "ENSG00000252750" "snRNA"
"121030" "ENSG00000155363" "protein_coding"
"121310" "ENSG00000225075" "antisense"
"121315" "ENSG00000155366" "protein_coding"
"121577" "ENSG00000271810" "protein_coding"
"121639" "ENSG00000155367" "protein_coding"
"121735" "ENSG00000261595" "antisense"
"121738" "ENSG00000184599" "protein_coding"
"121769" "ENSG00000234790" "processed_pseudogene"
"121772" "ENSG00000215866" "lincRNA"
"121792" "ENSG00000224167" "lincRNA"
"121800" "ENSG00000228040" "processed_pseudogene"
"121803" "ENSG00000155380" "protein_coding"
"121875" "ENSG00000229020" "processed_pseudogene"
"121878" "ENSG00000226419" "antisense"
"121908" "ENSG00000238198" "lincRNA"
"121913" "ENSG00000198799" "protein_coding"
"121982" "ENSG00000237278" "processed_pseudogene"
"121985" "ENSG00000233839" "processed_pseudogene"
"121988" "ENSG00000236887" "processed_pseudogene"
"121991" "ENSG00000081026" "protein_coding"
"122191" "ENSG00000232499" "processed_pseudogene"
"122194" "ENSG00000238256" "processed_pseudogene"
"122197" "ENSG00000116793" "protein_coding"
"122457" "ENSG00000232450" "transcribed_processed_pseudogene"
"122460" "ENSG00000081019" "protein_coding"
"122563" "ENSG00000231128" "antisense"
"122576" "ENSG00000134242" "protein_coding"
"122892" "ENSG00000226167" "antisense"
"122899" "ENSG00000188761" "protein_coding"
"122942" "ENSG00000134262" "protein_coding"
"123089" "ENSG00000118655" "protein_coding"
"123108" "ENSG00000235527" "antisense"
"123125" "ENSG00000163349" "protein_coding"
"123447" "ENSG00000116774" "protein_coding"
"123489" "ENSG00000270780" "processed_pseudogene"
"123493" "ENSG00000282048" "sense_intronic"
"123496" "ENSG00000134207" "protein_coding"
"123644" "ENSG00000232895" "lincRNA"
"123648" "ENSG00000273698" "processed_pseudogene"
"123651" "ENSG00000271419" "processed_pseudogene"
"123655" "ENSG00000197323" "protein_coding"
"123792" "ENSG00000226984" "processed_pseudogene"
"123795" "ENSG00000225650" "processed_pseudogene"
"123798" "ENSG00000201114" "misc_RNA"
"123801" "ENSG00000236480" "processed_pseudogene"
"123805" "ENSG00000116752" "protein_coding"
"123832" "ENSG00000175984" "protein_coding"
"123992" "ENSG00000116748" "protein_coding"
"124100" "ENSG00000242769" "misc_RNA"
"124103" "ENSG00000213281" "protein_coding"
"124123" "ENSG00000009307" "protein_coding"
"124542" "ENSG00000201900" "misc_RNA"
"124545" "ENSG00000052723" "protein_coding"
"124607" "ENSG00000227970" "unitary_pseudogene"
"124616" "ENSG00000198765" "protein_coding"
"124980" "ENSG00000134200" "protein_coding"
"125000" "ENSG00000134198" "protein_coding"
"125063" "ENSG00000233730" "lincRNA"
"125067" "ENSG00000228035" "antisense"
"125071" "ENSG00000134259" "protein_coding"
"125083" "ENSG00000226973" "unprocessed_pseudogene"
"125090" "ENSG00000274468" "unprocessed_pseudogene"
"125094" "ENSG00000229101" "unprocessed_pseudogene"
"125098" "ENSG00000232185" "processed_pseudogene"
"125101" "ENSG00000270631" "processed_pseudogene"
"125104" "ENSG00000239984" "misc_RNA"
"125107" "ENSG00000207502" "snoRNA"
"125110" "ENSG00000173218" "protein_coding"
"125201" "ENSG00000118729" "protein_coding"
"125233" "ENSG00000177551" "protein_coding"
"125259" "ENSG00000214204" "processed_pseudogene"
"125262" "ENSG00000271143" "processed_pseudogene"
"125265" "ENSG00000228127" "lincRNA"
"125275" "ENSG00000163393" "protein_coding"
"125326" "ENSG00000237993" "antisense"
"125331" "ENSG00000173212" "protein_coding"
"125356" "ENSG00000235933" "lincRNA"
"125360" "ENSG00000221040" "snoRNA"
"125363" "ENSG00000163399" "protein_coding"
"125575" "ENSG00000203865" "processed_transcript"
"125592" "ENSG00000212385" "snRNA"
"125595" "ENSG00000233154" "lincRNA"
"125622" "ENSG00000230381" "lincRNA"
"125626" "ENSG00000200547" "misc_RNA"
"125629" "ENSG00000224950" "lincRNA"
"125633" "ENSG00000116815" "protein_coding"
"125703" "ENSG00000177173" "processed_pseudogene"
"125706" "ENSG00000264419" "miRNA"
"125709" "ENSG00000143061" "protein_coding"
"125800" "ENSG00000211543" "miRNA"
"125803" "ENSG00000203864" "lincRNA"
"125809" "ENSG00000231072" "processed_pseudogene"
"125812" "ENSG00000223489" "processed_pseudogene"
"125815" "ENSG00000116824" "protein_coding"
"125840" "ENSG00000225079" "processed_pseudogene"
"125843" "ENSG00000272715" "lincRNA"
"125846" "ENSG00000134247" "protein_coding"
"125876" "ENSG00000252510" "rRNA"
"125879" "ENSG00000134256" "protein_coding"
"125935" "ENSG00000236137" "antisense"
"125944" "ENSG00000116830" "protein_coding"
"126035" "ENSG00000215930" "miRNA"
"126038" "ENSG00000134253" "protein_coding"
"126112" "ENSG00000228453" "processed_pseudogene"
"126115" "ENSG00000134258" "protein_coding"
"126204" "ENSG00000277141" "misc_RNA"
"126207" "ENSG00000235202" "lincRNA"
"126212" "ENSG00000271427" "lincRNA"
"126215" "ENSG00000198162" "protein_coding"
"126294" "ENSG00000279513" "TEC"
"126297" "ENSG00000226755" "processed_pseudogene"
"126300" "ENSG00000236866" "antisense"
"126312" "ENSG00000183508" "protein_coding"
"126322" "ENSG00000213262" "processed_pseudogene"
"126325" "ENSG00000212266" "snoRNA"
"126328" "ENSG00000270719" "processed_pseudogene"
"126331" "ENSG00000228217" "processed_pseudogene"
"126334" "ENSG00000196505" "protein_coding"
"126427" "ENSG00000065183" "protein_coding"
"126525" "ENSG00000155761" "protein_coding"
"126721" "ENSG00000222209" "rRNA"
"126724" "ENSG00000226126" "processed_pseudogene"
"126727" "ENSG00000229911" "processed_pseudogene"
"126730" "ENSG00000092607" "protein_coding"
"126784" "ENSG00000226172" "lincRNA"
"126788" "ENSG00000239216" "lincRNA"
"126792" "ENSG00000116874" "protein_coding"
"126842" "ENSG00000224238" "antisense"
"126846" "ENSG00000223575" "processed_pseudogene"
"126849" "ENSG00000236804" "processed_pseudogene"
"126852" "ENSG00000231365" "antisense"
"126883" "ENSG00000227056" "processed_pseudogene"
"126886" "ENSG00000227712" "lincRNA"
"126891" "ENSG00000232650" "lincRNA"
"126901" "ENSG00000194297" "snRNA"
"126904" "ENSG00000116882" "protein_coding"
"126988" "ENSG00000230921" "sense_intronic"
"126992" "ENSG00000203859" "protein_coding"
"127043" "ENSG00000232780" "transcribed_processed_pseudogene"
"127048" "ENSG00000203858" "unprocessed_pseudogene"
"127053" "ENSG00000235595" "processed_pseudogene"
"127056" "ENSG00000187481" "unprocessed_pseudogene"
"127061" "ENSG00000229570" "processed_pseudogene"
"127064" "ENSG00000203857" "protein_coding"
"127105" "ENSG00000226443" "processed_pseudogene"
"127108" "ENSG00000249798" "unprocessed_pseudogene"
"127113" "ENSG00000239873" "processed_pseudogene"
"127116" "ENSG00000203855" "unprocessed_pseudogene"
"127121" "ENSG00000240244" "processed_pseudogene"
"127124" "ENSG00000260941" "sense_overlapping"
"127127" "ENSG00000198857" "transcribed_unprocessed_pseudogene"
"127132" "ENSG00000143067" "protein_coding"
"127144" "ENSG00000092621" "protein_coding"
"127229" "ENSG00000134240" "protein_coding"
"127287" "ENSG00000134193" "protein_coding"
"127348" "ENSG00000215864" "unprocessed_pseudogene"
"127359" "ENSG00000227205" "processed_pseudogene"
"127362" "ENSG00000226446" "processed_pseudogene"
"127365" "ENSG00000134249" "protein_coding"
"127373" "ENSG00000261662" "sense_overlapping"
"127376" "ENSG00000134250" "protein_coding"
"127526" "ENSG00000273406" "lincRNA"
"127529" "ENSG00000207149" "snRNA"
"127532" "ENSG00000265808" "protein_coding"
"127555" "ENSG00000274642" "unprocessed_pseudogene"
"127563" "ENSG00000277313" "misc_RNA"
"127566" "ENSG00000223804" "transcribed_unprocessed_pseudogene"
"127582" "ENSG00000273727" "snRNA"
"127585" "ENSG00000270392" "transcribed_processed_pseudogene"
"127590" "ENSG00000270231" "unprocessed_pseudogene"
"127617" "ENSG00000275131" "transcribed_unprocessed_pseudogene"
"127673" "ENSG00000273694" "snRNA"
"127676" "ENSG00000275933" "misc_RNA"
"127679" "ENSG00000273136" "protein_coding"
"128057" "ENSG00000275538" "snRNA"
"128060" "ENSG00000263353" "protein_coding"
"128068" "ENSG00000281741" "protein_coding"
"128076" "ENSG00000226067" "lincRNA"
"128097" "ENSG00000277610" "snRNA"
"128100" "ENSG00000275585" "transcribed_unprocessed_pseudogene"
"128111" "ENSG00000273516" "snRNA"
"128114" "ENSG00000275296" "processed_pseudogene"
"128117" "ENSG00000198019" "protein_coding"
"128221" "ENSG00000234998" "antisense"
"128225" "ENSG00000233029" "antisense"
"128229" "ENSG00000223345" "transcribed_unprocessed_pseudogene"
"128235" "ENSG00000227193" "lincRNA"
"128241" "ENSG00000213244" "unprocessed_pseudogene"
"128244" "ENSG00000268993" "processed_pseudogene"
"128247" "ENSG00000188610" "protein_coding"
"128320" "ENSG00000171943" "protein_coding"
"128374" "ENSG00000275129" "processed_pseudogene"
"128377" "ENSG00000230806" "antisense"
"128387" "ENSG00000227082" "lincRNA"
"128391" "ENSG00000231429" "lincRNA"
"128397" "ENSG00000228826" "lincRNA"
"128402" "ENSG00000233432" "processed_pseudogene"
"128405" "ENSG00000272583" "lincRNA"
"128408" "ENSG00000231752" "transcribed_unprocessed_pseudogene"
"128431" "ENSG00000224857" "lincRNA"
"128435" "ENSG00000276118" "unprocessed_pseudogene"
"128438" "ENSG00000277095" "unprocessed_pseudogene"
"128445" "ENSG00000277702" "unprocessed_pseudogene"
"128449" "ENSG00000252830" "rRNA"
"128452" "ENSG00000264145" "processed_pseudogene"
"128455" "ENSG00000274927" "unprocessed_pseudogene"
"128467" "ENSG00000242943" "processed_pseudogene"
"128470" "ENSG00000223495" "processed_pseudogene"
"128473" "ENSG00000235887" "lincRNA"
"128478" "ENSG00000203825" "unprocessed_pseudogene"
"128497" "ENSG00000179571" "unprocessed_pseudogene"
"128515" "ENSG00000226028" "processed_pseudogene"
"128518" "ENSG00000202167" "snRNA"
"128521" "ENSG00000207349" "snRNA"
"128524" "ENSG00000252826" "snRNA"
"128527" "ENSG00000206737" "snRNA"
"128530" "ENSG00000232721" "lincRNA"
"128534" "ENSG00000223779" "unprocessed_pseudogene"
"128542" "ENSG00000242352" "transcribed_processed_pseudogene"
"128545" "ENSG00000270962" "processed_pseudogene"
"128548" "ENSG00000263590" "lincRNA"
"128552" "ENSG00000252105" "snRNA"
"128555" "ENSG00000233430" "unprocessed_pseudogene"
"128563" "ENSG00000237503" "processed_pseudogene"
"128566" "ENSG00000265531" "unprocessed_pseudogene"
"128574" "ENSG00000240929" "transcribed_unprocessed_pseudogene"
"128580" "ENSG00000234571" "lincRNA"
"128584" "ENSG00000273213" "processed_transcript"
"128588" "ENSG00000230186" "antisense"
"128594" "ENSG00000203818" "protein_coding"
"128600" "ENSG00000268074" "processed_pseudogene"
"128603" "ENSG00000263513" "protein_coding"
"128628" "ENSG00000270872" "unprocessed_pseudogene"
"128637" "ENSG00000276674" "IG_V_pseudogene"
